epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,21677.4,0.62919,0.69546,1.13078,0.92497,0.88321,0.94652,0.82196,0.54487,0.45437,1.10118,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,21891.4,0.63155,0.69103,1.13148,0.92239,0.88926,0.9468,0.82452,0.54395,0.45017,1.10118,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,22105.5,0.63592,0.69935,1.13115,0.9216,0.88907,0.94788,0.82523,0.54442,0.44989,1.1012,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,22319.7,0.62933,0.69549,1.13149,0.91746,0.8895,0.94644,0.82399,0.54679,0.44712,1.10837,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,22533.6,0.62641,0.68526,1.12259,0.91371,0.89247,0.94631,0.82274,0.54369,0.44774,1.10416,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,22747.8,0.626,0.68604,1.12894,0.91608,0.89327,0.94655,0.82398,0.54229,0.44598,1.10119,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,22961.5,0.6296,0.68426,1.13084,0.91998,0.89139,0.94816,0.82484,0.54149,0.44284,1.10057,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,23174.9,0.62946,0.68051,1.13172,0.91293,0.89305,0.94901,0.82693,0.54203,0.44588,1.09901,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,23388,0.62433,0.67544,1.12764,0.91369,0.89319,0.94901,0.82551,0.53948,0.44606,1.0967,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,23602.2,0.61878,0.67012,1.11895,0.924,0.88719,0.95081,0.82642,0.53877,0.44171,1.09484,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,23815.7,0.61507,0.65412,1.11898,0.92138,0.88704,0.95083,0.82652,0.54084,0.4431,1.09626,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,24029.3,0.61864,0.66809,1.11989,0.92454,0.88653,0.95015,0.82661,0.54247,0.4454,1.09781,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,24242.9,0.60985,0.65294,1.117,0.91965,0.88665,0.94657,0.82626,0.5412,0.44928,1.09676,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,24456.5,0.61612,0.66159,1.11952,0.92256,0.89035,0.95042,0.8292,0.54003,0.448,1.09632,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,24670.5,0.6095,0.6531,1.11429,0.92102,0.88942,0.94983,0.82868,0.54246,0.44584,1.09926,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,24884,0.61311,0.64878,1.11791,0.91989,0.89756,0.95141,0.82867,0.54109,0.44035,1.10028,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,25097.7,0.61592,0.63923,1.11818,0.91804,0.89877,0.95065,0.82833,0.53974,0.43779,1.09761,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,25311.5,0.60068,0.6336,1.10789,0.91465,0.89531,0.94561,0.82698,0.53996,0.44239,1.09523,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,25525.1,0.60786,0.64438,1.11622,0.91833,0.89626,0.94625,0.82636,0.53876,0.44057,1.09325,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,25739.1,0.60479,0.63581,1.10945,0.91056,0.89873,0.94503,0.82572,0.53866,0.43705,1.09386,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,25952.8,0.5976,0.62677,1.10888,0.91039,0.89514,0.94451,0.82603,0.53738,0.43532,1.09315,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,26166.4,0.60456,0.62445,1.1138,0.91515,0.89467,0.94513,0.82757,0.53565,0.435,1.09155,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,26380.7,0.59889,0.61862,1.10551,0.91125,0.89896,0.94545,0.82539,0.53398,0.43333,1.09088,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,26594.5,0.60398,0.62166,1.11286,0.911,0.89884,0.94502,0.82557,0.53459,0.43441,1.09158,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,26808.2,0.60121,0.61786,1.10887,0.91348,0.901,0.94763,0.8251,0.53538,0.43297,1.09327,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,27021.6,0.59705,0.61046,1.1088,0.90933,0.90487,0.94852,0.82594,0.53619,0.43289,1.09411,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,27235.3,0.59838,0.61409,1.11082,0.91427,0.90337,0.95,0.82731,0.53738,0.43251,1.09555,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,27449.2,0.59467,0.60102,1.10346,0.9155,0.90414,0.95014,0.82755,0.53726,0.43156,1.09634,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,27662.6,0.59763,0.60739,1.10383,0.9177,0.9024,0.95067,0.82789,0.53786,0.43299,1.09704,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,27875.8,0.58415,0.5815,1.09804,0.91875,0.90575,0.95078,0.82505,0.5383,0.43077,1.09773,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,28089.5,0.58921,0.59521,1.10135,0.91909,0.90665,0.95115,0.8264,0.53909,0.43097,1.09901,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,28303.5,0.59038,0.59672,1.10335,0.91921,0.90437,0.95055,0.82533,0.54074,0.43192,1.10063,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,28517.1,0.58782,0.58747,1.10235,0.92145,0.89991,0.94935,0.82515,0.54165,0.43032,1.10251,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,28731.4,0.59218,0.58535,1.10241,0.92235,0.89817,0.94891,0.82484,0.54206,0.43097,1.10361,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,28945.2,0.58593,0.59153,1.09863,0.9238,0.89885,0.94909,0.82441,0.54287,0.42974,1.10514,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,29158.8,0.58404,0.57209,1.09782,0.92187,0.89771,0.94955,0.82607,0.54238,0.42715,1.10475,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,29372.4,0.5897,0.58047,1.10063,0.92071,0.89927,0.94958,0.8269,0.54421,0.42598,1.10828,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,29585.9,0.58271,0.57909,1.09393,0.91972,0.90052,0.94999,0.82722,0.54444,0.4252,1.10909,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,29799.9,0.5857,0.57166,1.0969,0.91785,0.90072,0.94972,0.82637,0.54409,0.42368,1.1087,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,30013.4,0.58236,0.57523,1.10067,0.91961,0.8984,0.94926,0.82713,0.54328,0.42365,1.10658,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,30227.1,0.57592,0.56573,1.09005,0.91964,0.8955,0.94845,0.82649,0.54297,0.42378,1.10651,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,30440.9,0.57683,0.56371,1.09299,0.9218,0.89665,0.949,0.82733,0.54269,0.42427,1.10583,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,30654.7,0.56756,0.55589,1.09064,0.92184,0.89636,0.94918,0.82697,0.5428,0.4245,1.10592,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,30869.6,0.57941,0.56724,1.09337,0.91827,0.89395,0.94557,0.82734,0.54298,0.42473,1.10569,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,31083.4,0.57603,0.56263,1.09414,0.91409,0.9001,0.94709,0.8272,0.54279,0.42428,1.10584,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,31296.5,0.5708,0.55544,1.09244,0.91562,0.90146,0.94625,0.82635,0.54268,0.42409,1.10551,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,31510.2,0.57328,0.55345,1.09371,0.91588,0.90435,0.94785,0.82606,0.54357,0.4232,1.1069,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,31724.4,0.57026,0.55457,1.08975,0.91293,0.90606,0.94773,0.82658,0.54384,0.42203,1.10714,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,31938.2,0.57009,0.55145,1.09141,0.90853,0.91014,0.94746,0.82671,0.54414,0.42021,1.1082,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,32152,0.57154,0.55851,1.08822,0.90888,0.90845,0.94761,0.8267,0.54394,0.41963,1.10851,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,32365.7,0.5759,0.55236,1.09076,0.90902,0.90663,0.94727,0.82631,0.54422,0.41837,1.10963,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,32579.4,0.56767,0.5433,1.08615,0.90751,0.91003,0.94831,0.82707,0.54418,0.41801,1.11012,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,32792.8,0.5643,0.54418,1.08847,0.90577,0.90814,0.94773,0.82683,0.54427,0.41797,1.11018,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,33005.9,0.55903,0.53527,1.08213,0.91074,0.90421,0.94723,0.82649,0.54454,0.41767,1.1107,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,33219.4,0.57001,0.53794,1.08739,0.91613,0.8976,0.94575,0.82542,0.54463,0.41632,1.11131,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,33432.6,0.56012,0.5298,1.08238,0.91635,0.89863,0.94623,0.82663,0.54529,0.41487,1.11308,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,33646.1,0.55703,0.52252,1.07966,0.9177,0.89966,0.94757,0.82678,0.54578,0.41305,1.1149,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,33859.7,0.554,0.51851,1.07773,0.91562,0.89876,0.94639,0.82693,0.54556,0.41313,1.11515,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,34073.1,0.56109,0.53351,1.08561,0.91491,0.90068,0.94773,0.82662,0.54389,0.41347,1.11022,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,34286.7,0.55574,0.52144,1.07958,0.91954,0.89533,0.94671,0.82684,0.54392,0.41343,1.11053,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,34500.5,0.54936,0.51308,1.07331,0.91671,0.89615,0.94663,0.82727,0.54407,0.41317,1.11104,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,34714.1,0.55484,0.50832,1.0777,0.91975,0.89377,0.94685,0.82737,0.54436,0.41292,1.11122,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,34927.7,0.55328,0.51693,1.07698,0.92005,0.8945,0.9473,0.8275,0.54448,0.41371,1.11117,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,35141.4,0.54806,0.51075,1.07732,0.91986,0.89193,0.94733,0.82732,0.54463,0.4135,1.11139,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,35355.1,0.54611,0.50934,1.07507,0.92068,0.8916,0.94744,0.82719,0.54781,0.41371,1.11908,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,35569,0.54601,0.5062,1.07449,0.92043,0.89121,0.94731,0.82663,0.54825,0.41362,1.1196,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,35782.7,0.54126,0.50382,1.07035,0.92208,0.89163,0.94738,0.82694,0.54848,0.41257,1.11991,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,35996.2,0.54801,0.51037,1.07522,0.92296,0.89114,0.94728,0.82686,0.54863,0.41255,1.12019,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,36209.9,0.54517,0.50407,1.07206,0.92446,0.89116,0.94739,0.82684,0.54878,0.41287,1.12053,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,36423.4,0.54072,0.49884,1.07171,0.9245,0.8913,0.9474,0.82751,0.54891,0.41243,1.12091,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,36637.2,0.53856,0.50294,1.07077,0.92443,0.89168,0.94738,0.82697,0.54912,0.41236,1.12123,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,36850.7,0.53838,0.49497,1.06815,0.92069,0.89605,0.95029,0.82727,0.54933,0.41264,1.12167,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,37064.1,0.5374,0.49308,1.06744,0.92479,0.89149,0.9473,0.82733,0.54804,0.41361,1.11825,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,37277.8,0.53347,0.48703,1.06775,0.92485,0.89121,0.9473,0.82725,0.54838,0.41319,1.11888,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,37491.2,0.53414,0.48593,1.06382,0.925,0.89094,0.94706,0.82718,0.54865,0.41355,1.11908,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,37704.8,0.53771,0.48956,1.06874,0.92801,0.88957,0.94705,0.82711,0.54871,0.41352,1.11923,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,37918.9,0.5343,0.48838,1.0668,0.92843,0.88924,0.94702,0.8274,0.54886,0.41339,1.11943,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,38132.4,0.53005,0.47156,1.06306,0.92863,0.88939,0.9474,0.82778,0.54882,0.41359,1.11941,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,38346.2,0.52122,0.46747,1.06119,0.92875,0.88985,0.94721,0.82759,0.54849,0.41357,1.11873,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,38559.8,0.5291,0.47838,1.06334,0.92904,0.88958,0.94735,0.82805,0.54861,0.41362,1.11883,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,38773.6,0.52655,0.46969,1.0603,0.92814,0.89055,0.94719,0.82761,0.54859,0.41395,1.11892,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,38987.3,0.52105,0.46281,1.05594,0.92863,0.89024,0.94715,0.82777,0.54845,0.4146,1.1189,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,39200.9,0.52439,0.46684,1.06361,0.92897,0.8898,0.94691,0.8277,0.54865,0.41498,1.11925,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,39414.8,0.52335,0.4618,1.05738,0.9294,0.88904,0.94688,0.82799,0.54874,0.41543,1.11975,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,39628.5,0.52292,0.46058,1.05791,0.9297,0.88813,0.94695,0.82781,0.54898,0.41496,1.12034,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,39842.2,0.51756,0.46525,1.05654,0.91321,0.89921,0.94658,0.82793,0.54831,0.41534,1.11988,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,40055.7,0.52118,0.45872,1.05987,0.91361,0.8989,0.94649,0.82737,0.54891,0.41478,1.12104,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,40268.7,0.51115,0.456,1.05438,0.914,0.89791,0.94635,0.82815,0.54901,0.41441,1.1217,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,40482.2,0.52131,0.46399,1.05799,0.91378,0.89798,0.94643,0.82809,0.54936,0.41442,1.12215,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,40696,0.51687,0.4594,1.05573,0.91375,0.89772,0.94642,0.82737,0.5495,0.41415,1.12232,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,40909.7,0.5165,0.4529,1.05243,0.91389,0.89772,0.94639,0.82797,0.54974,0.41422,1.12289,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,41117.1,0.35504,0.25388,0.93775,0.91592,0.89646,0.94585,0.82701,0.54969,0.41416,1.12342,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,41324.2,0.34668,0.24248,0.93567,0.91617,0.89874,0.94717,0.82711,0.54985,0.41477,1.12366,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,41531.6,0.34411,0.23503,0.93421,0.92982,0.89131,0.94797,0.82775,0.55005,0.41456,1.12432,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,41739,0.34,0.23325,0.9319,0.92828,0.89266,0.9478,0.82804,0.55019,0.41393,1.12448,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,41946.1,0.33622,0.22867,0.92613,0.92908,0.89207,0.9479,0.82804,0.54998,0.41396,1.12416,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,42153.4,0.33604,0.22896,0.92716,0.92876,0.89231,0.94776,0.82801,0.54975,0.41403,1.12373,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,42360.7,0.33612,0.22739,0.92582,0.92755,0.89233,0.94768,0.82781,0.55015,0.41355,1.12437,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,42568.4,0.33417,0.22386,0.92635,0.92918,0.89209,0.94761,0.82769,0.55032,0.41322,1.1251,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,42776,0.32679,0.22011,0.9198,0.92794,0.89203,0.94753,0.82813,0.55069,0.41282,1.12574,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,42983.3,0.32908,0.2198,0.91849,0.92808,0.89162,0.94761,0.82772,0.55068,0.41236,1.12581,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
